"Ad_ID","Campaign_Name","Clicks","Impressions","Cost","Leads","Conversions","conversion_rate","Sale_Amount","Ad_Date","Location","Device","Keyword"
"A1856","Data Analytics Course",105.0,5645.0,218.24,17.0,6.0,0.0,1420,"2024-11-02","Hyderabad","mobile","online data analytics"
"A1857","Data Analytics Course",179.0,3848.0,213.26,12.0,5.0,0.0,1807,"2024-11-29","Hyderabad","desktop","data analytics course"
"A1858","Data Analytics Course",91.0,5609.0,228.27,12.0,10.0,0.11,1098,"2024-11-11","Hyderabad","desktop","analytics for data"
"A1859","Data Analytics Course",168.0,4390.0,195.52,22.0,10.0,0.06,1553,"2024-11-04","Hyderabad","desktop","data analytics course"
"A1860","Data Analytics Course",162.0,4774.0,210.8,20.0,7.0,0.043,1387,"2024-11-29","Hyderabad","tablet","analytics for data"
"A1861","Data Analytics Course",130.0,5787.0,218.79,13.0,10.0,0.077,1679,"2024-11-09","Hyderabad","mobile","online data analytics"
"A1862","Data Analytics Course",97.0,5192.0,184.79,13.0,10.0,0.0,1382,"2024-11-05","Hyderabad","mobile","learn data analytics"
"A1863","Data Analytics Course",142.0,4223.0,222.28,27.0,5.0,0.038,1506,"2024-11-07","Hyderabad","desktop","learn data analytics"
"A1864","Data Analytics Course",138.0,3146.0,197.89,22.0,7.0,0.0,0,"2024-11-08","Hyderabad","desktop","learn data analytics"
"A1865","Data Analytics Course",186.0,3988.0,237.69,15.0,5.0,0.027,1603,"2024-11-14","Hyderabad","tablet","data analytics course"
"A1866","Data Analytics Course",170.0,3437.0,232.08,23.0,5.0,0.029,1405,"2024-11-29","Hyderabad","mobile","learn data analytics"
"A1867","Data Analytics Course",85.0,3718.0,224.14,21.0,6.0,0.071,1938,"2024-11-04","Hyderabad","desktop","online data analytics"
"A1868","Data Analytics Course",115.0,5343.0,239.92,20.0,8.0,0.0,1381,"2024-11-15","Hyderabad","desktop","learn data analytics"
"A1869","Data Analytics Course",167.0,5170.0,241.21,24.0,4.0,0.038,1515,"2024-11-21","Hyderabad","mobile","data analytics course"
"A1870","Data Analytics Course",113.0,5916.0,234.58,18.0,5.0,0.044,1165,"2024-11-12","Hyderabad","mobile","data analytics course"
"A1871","Data Analytics Course",175.0,4958.0,245.96,22.0,10.0,0.0,1777,"2024-11-21","Hyderabad","mobile","online data analytics"
"A1872","Data Analytics Course",112.0,5538.0,225.66,22.0,4.0,0.041,0,"2024-11-22","Hyderabad","desktop","online data analytics"
"A1873","Data Analytics Course",194.0,5309.0,191.4,19.0,10.0,0.046,1764,"2024-11-13","Hyderabad","desktop","data analytics training"
"A1875","Data Analytics Course",82.0,4622.0,203.99,17.0,9.0,0.11,1375,"2024-11-12","Hyderabad","mobile","online data analytics"
"A1877","Data Analytics Course",179.0,4992.0,221.48,27.0,10.0,0.037,1062,"2024-11-06","Hyderabad","tablet","learn data analytics"
"A1878","Data Analytics Course",93.0,3015.0,232.01,21.0,4.0,0.043,1770,"2024-11-26","Hyderabad","mobile","learn data analytics"
"A1879","Data Analytics Course",152.0,4662.0,249.13,24.0,7.0,0.046,1951,"2024-11-11","Hyderabad","desktop","online data analytics"
"A1880","Data Analytics Course",81.0,3766.0,213.12,27.0,7.0,0.086,1183,"2024-11-27","Hyderabad","desktop","online data analytics"
"A1881","Data Analytics Course",130.0,5774.0,241.97,11.0,7.0,0.044,1708,"2024-11-20","Hyderabad","desktop","data analytics course"
"A1882","Data Analytics Course",110.0,4542.0,227.95,20.0,4.0,0.036,1423,"2024-11-11","Hyderabad","desktop","data analytics training"
"A1883","Data Analytics Course",122.0,5179.0,0.0,11.0,4.0,0.033,1507,"2024-11-18","Hyderabad","tablet","analytics for data"
"A1884","Data Analytics Course",113.0,5265.0,184.21,27.0,5.0,0.044,1353,"2024-11-20","Hyderabad","tablet","data analytics online"
"A1885","Data Analytics Course",140.0,5297.0,223.9,28.0,6.0,0.043,1630,"2024-11-21","Hyderabad","mobile","data analytics course"
"A1886","Data Analytics Course",170.0,3347.0,248.44,27.0,3.0,0.0,1719,"2024-11-20","Hyderabad","desktop","learn data analytics"
"A1887","Data Analytics Course",176.0,5960.0,245.33,19.0,8.0,0.045,1761,"2024-11-25","Hyderabad","tablet","analytics for data"
"A1889","Data Analytics Course",195.0,5265.0,242.0,10.0,4.0,0.054,1699,"2024-11-08","Hyderabad","tablet","online data analytics"
"A1890","Data Analytics Course",162.0,4396.0,183.96,18.0,4.0,0.043,1054,"2024-11-18","Hyderabad","tablet","data analytics online"
"A1891","Data Analytics Course",138.0,4381.0,191.55,28.0,7.0,0.0,1756,"2024-11-01","Hyderabad","tablet","data analytics training"
"A1892","Data Analytics Course",177.0,3965.0,225.82,15.0,4.0,0.023,1530,"2024-11-22","Hyderabad","mobile","online data analytics"
"A1893","Data Analytics Course",159.0,3366.0,217.27,21.0,7.0,0.044,1515,"2024-11-17","Hyderabad","tablet","online data analytics"
"A1894","Data Analytics Course",111.0,4026.0,229.01,13.0,3.0,0.0,1438,"2024-11-01","Hyderabad","desktop","learn data analytics"
"A1895","Data Analytics Course",184.0,5560.0,189.14,14.0,6.0,0.0,1250,"2024-11-17","Hyderabad","tablet","data analytics online"
"A1896","Data Analytics Course",128.0,4500.0,188.21,10.0,3.0,0.0,1087,"2024-11-14","Hyderabad","desktop","online data analytics"
"A1897","Data Analytics Course",164.0,3851.0,219.15,22.0,6.0,0.049,1487,"2024-11-09","Hyderabad","mobile","learn data analytics"
"A1898","Data Analytics Course",120.0,3464.0,228.3,19.0,4.0,0.058,1426,"2024-11-22","Hyderabad","tablet","online data analytics"
"A1899","Data Analytics Course",89.0,3248.0,239.42,10.0,4.0,0.0,0,"2024-11-11","Hyderabad","mobile","learn data analytics"
"A1900","Data Analytics Course",91.0,3721.0,231.45,24.0,6.0,0.06,0,"2024-11-14","Hyderabad","tablet","online data analytics"
"A1901","Data Analytics Course",143.0,4143.0,191.68,20.0,5.0,0.035,1460,"2024-11-30","Hyderabad","tablet","analytics for data"
"A1902","Data Analytics Course",176.0,5768.0,238.94,14.0,8.0,0.045,1016,"2024-11-02","Hyderabad","tablet","data analytics online"
"A1903","Data Analytics Course",151.0,4408.0,214.29,20.0,5.0,0.033,1900,"2024-11-21","Hyderabad","desktop","data analytics course"
"A1904","Data Analytics Course",134.0,3623.0,221.65,19.0,5.0,0.047,1937,"2024-11-24","Hyderabad","desktop","data analytics online"
"A1905","Data Analytics Course",191.0,3057.0,223.28,27.0,6.0,0.031,1208,"2024-11-03","Hyderabad","desktop","data analytics online"
"A1906","Data Analytics Course",170.0,3144.0,0.0,21.0,3.0,0.031,1695,"2024-11-05","Hyderabad","desktop","data analytics online"
"A1907","Data Analytics Course",112.0,3989.0,228.74,10.0,8.0,0.0,1812,"2024-11-13","Hyderabad","mobile","analytics for data"
"A1908","Data Analytics Course",169.0,3619.0,246.66,28.0,3.0,0.018,1354,"2024-11-25","Hyderabad","desktop","online data analytics"
"A1909","Data Analytics Course",172.0,4696.0,242.17,26.0,3.0,0.017,1719,"2024-11-06","Hyderabad","desktop","data analytics course"
"A1910","Data Analytics Course",162.0,5684.0,219.08,30.0,7.0,0.0,1295,"2024-11-26","Hyderabad","desktop","data analytics course"
"A1911","Data Analytics Course",183.0,4197.0,243.19,29.0,8.0,0.0,1593,"2024-11-09","Hyderabad","mobile","data analytics training"
"A1912","Data Analytics Course",108.0,5949.0,184.25,23.0,8.0,0.074,1986,"2024-11-23","Hyderabad","desktop","data analytics training"
"A1913","Data Analytics Course",126.0,3784.0,0.0,24.0,5.0,0.0,1951,"2024-11-28","Hyderabad","mobile","analytics for data"
"A1914","Data Analytics Course",174.0,3570.0,222.65,25.0,3.0,0.017,0,"2024-11-19","Hyderabad","tablet","learn data analytics"
"A1915","Data Analytics Course",122.0,4632.0,236.57,13.0,6.0,0.0,1001,"2024-11-15","Hyderabad","desktop","data analytics course"
"A1917","Data Analytics Course",122.0,4525.0,202.89,23.0,8.0,0.034,1499,"2024-11-22","Hyderabad","tablet","data analytics training"
"A1918","Data Analytics Course",175.0,4850.0,186.25,28.0,10.0,0.057,1978,"2024-11-18","Hyderabad","desktop","analytics for data"
"A1919","Data Analytics Course",123.0,4938.0,180.64,24.0,9.0,0.073,1746,"2024-11-21","Hyderabad","tablet","data analytics course"
"A1920","Data Analytics Course",135.0,5748.0,239.22,20.0,7.0,0.051,1222,"2024-11-21","Hyderabad","tablet","analytics for data"
"A1922","Data Analytics Course",90.0,5596.0,188.04,12.0,4.0,0.044,0,"2024-11-17","Hyderabad","mobile","online data analytics"
"A1924","Data Analytics Course",89.0,3069.0,205.37,19.0,6.0,0.0,1518,"2024-11-28","Hyderabad","desktop","data analytics online"
"A1926","Data Analytics Course",148.0,4514.0,203.54,23.0,3.0,0.047,1622,"2024-11-05","Hyderabad","desktop","data analytics online"
"A1927","Data Analytics Course",96.0,3468.0,228.41,16.0,9.0,0.094,1035,"2024-11-04","Hyderabad","desktop","learn data analytics"
"A1928","Data Analytics Course",126.0,3613.0,208.74,18.0,7.0,0.0,1106,"2024-11-06","Hyderabad","desktop","learn data analytics"
"A1929","Data Analytics Course",115.0,3234.0,227.77,30.0,3.0,0.026,1272,"2024-11-13","Hyderabad","tablet","learn data analytics"
"A1930","Data Analytics Course",135.0,5436.0,245.86,28.0,9.0,0.067,1453,"2024-11-03","Hyderabad","desktop","data analytics online"
"A1931","Data Analytics Course",158.0,4519.0,191.84,26.0,4.0,0.025,0,"2024-11-29","Hyderabad","desktop","data analytics online"
"A1932","Data Analytics Course",80.0,3777.0,199.52,12.0,7.0,0.0,1694,"2024-11-22","Hyderabad","desktop","learn data analytics"
"A1933","Data Analytics Course",190.0,3461.0,205.22,28.0,10.0,0.0,1616,"2024-11-25","Hyderabad","mobile","online data analytics"
"A1934","Data Analytics Course",135.0,4575.0,241.92,10.0,5.0,0.0,1553,"2024-11-22","Hyderabad","desktop","data analytics course"
"A1935","Data Analytics Course",149.0,3471.0,242.14,23.0,4.0,0.027,1937,"2024-11-19","Hyderabad","desktop","data analytics training"
"A1937","Data Analytics Course",132.0,5428.0,180.73,10.0,7.0,0.039,1732,"2024-11-16","Hyderabad","desktop","data analytics course"
"A1938","Data Analytics Course",198.0,4499.0,245.24,27.0,7.0,0.035,1165,"2024-11-01","Hyderabad","tablet","online data analytics"
"A1939","Data Analytics Course",153.0,3285.0,226.26,12.0,7.0,0.046,1838,"2024-11-21","Hyderabad","desktop","online data analytics"
"A1941","Data Analytics Course",91.0,4600.0,194.14,19.0,7.0,0.077,1255,"2024-11-19","Hyderabad","mobile","data analytics online"
"A1942","Data Analytics Course",154.0,4804.0,190.98,21.0,3.0,0.019,1521,"2024-11-23","Hyderabad","desktop","data analytics training"
"A1943","Data Analytics Course",115.0,5472.0,230.29,26.0,4.0,0.0,1275,"2024-11-07","Hyderabad","mobile","learn data analytics"
"A1944","Data Analytics Course",86.0,5493.0,191.28,18.0,9.0,0.105,1204,"2024-11-20","Hyderabad","tablet","data analytics course"
"A1945","Data Analytics Course",116.0,3188.0,238.62,15.0,10.0,0.086,1429,"2024-11-14","Hyderabad","tablet","online data analytics"
"A1946","Data Analytics Course",144.0,3579.0,237.97,21.0,10.0,0.069,1155,"2024-11-02","Hyderabad","desktop","data analytics course"
"A1947","Data Analytics Course",101.0,4198.0,204.09,30.0,10.0,0.099,1642,"2024-11-21","Hyderabad","desktop","data analytics training"
"A1948","Data Analytics Course",116.0,4224.0,245.99,10.0,5.0,0.0,1054,"2024-11-05","Hyderabad","tablet","data analytics online"
"A1949","Data Analytics Course",187.0,3199.0,193.29,24.0,6.0,0.032,1430,"2024-11-20","Hyderabad","tablet","online data analytics"
"A1950","Data Analytics Course",114.0,4333.0,192.81,26.0,6.0,0.053,1722,"2024-11-08","Hyderabad","tablet","data analytics training"
"A1951","Data Analytics Course",141.0,3617.0,198.52,20.0,9.0,0.0,1858,"2024-11-21","Hyderabad","desktop","data analytics course"
"A1952","Data Analytics Course",167.0,5588.0,181.95,18.0,9.0,0.035,0,"2024-11-23","Hyderabad","tablet","data analytics training"
"A1953","Data Analytics Course",186.0,4689.0,204.31,26.0,6.0,0.032,1936,"2024-11-21","Hyderabad","desktop","data analytics online"
"A1955","Data Analytics Course",136.0,3441.0,236.21,26.0,9.0,0.0,1461,"2024-11-15","Hyderabad","desktop","learn data analytics"
"A1956","Data Analytics Course",185.0,3719.0,245.91,17.0,9.0,0.049,1218,"2024-11-09","Hyderabad","mobile","online data analytics"
"A1957","Data Analytics Course",162.0,3337.0,200.94,11.0,9.0,0.056,1820,"2024-11-16","Hyderabad","mobile","data analytics course"
"A1958","Data Analytics Course",91.0,3694.0,234.02,23.0,5.0,0.055,0,"2024-11-24","Hyderabad","desktop","online data analytics"
"A1959","Data Analytics Course",109.0,5641.0,224.36,30.0,4.0,0.037,1531,"2024-11-13","Hyderabad","tablet","analytics for data"
"A1960","Data Analytics Course",88.0,3992.0,195.38,14.0,4.0,0.0,1228,"2024-11-15","Hyderabad","desktop","data analytics course"
"A1961","Data Analytics Course",189.0,3411.0,205.26,28.0,7.0,0.0,1147,"2024-11-27","Hyderabad","desktop","analytics for data"
"A1962","Data Analytics Course",154.0,3099.0,218.7,30.0,6.0,0.039,1366,"2024-11-10","Hyderabad","desktop","data analytics online"
"A1963","Data Analytics Course",106.0,3017.0,242.71,24.0,5.0,0.03,1701,"2024-11-04","Hyderabad","mobile","learn data analytics"
"A1965","Data Analytics Course",84.0,5662.0,228.62,25.0,9.0,0.107,1988,"2024-11-26","Hyderabad","desktop","analytics for data"
"A1966","Data Analytics Course",190.0,4476.0,198.18,12.0,4.0,0.0,1002,"2024-11-07","Hyderabad","desktop","data analytics online"
"A1967","Data Analytics Course",156.0,4771.0,199.3,26.0,8.0,0.051,1823,"2024-11-04","Hyderabad","tablet","data analytics online"
"A1969","Data Analytics Course",170.0,4786.0,202.62,27.0,6.0,0.04,1372,"2024-11-04","Hyderabad","mobile","data analytics training"
"A1970","Data Analytics Course",86.0,3964.0,193.15,26.0,5.0,0.045,1639,"2024-11-23","Hyderabad","desktop","learn data analytics"
"A1971","Data Analytics Course",143.0,5317.0,236.37,10.0,3.0,0.0,1861,"2024-11-16","Hyderabad","tablet","data analytics online"
"A1972","Data Analytics Course",84.0,3454.0,206.8,23.0,3.0,0.036,1573,"2024-11-17","Hyderabad","desktop","learn data analytics"
"A1973","Data Analytics Course",145.0,3804.0,236.92,29.0,8.0,0.0,1328,"2024-11-23","Hyderabad","tablet","data analytics course"
"A1974","Data Analytics Course",126.0,4670.0,234.65,25.0,8.0,0.0,1470,"2024-11-23","Hyderabad","desktop","online data analytics"
"A1975","Data Analytics Course",156.0,3273.0,189.36,14.0,6.0,0.038,1860,"2024-11-15","Hyderabad","mobile","data analytics online"
"A1977","Data Analytics Course",197.0,5866.0,217.81,28.0,7.0,0.036,1331,"2024-11-18","Hyderabad","mobile","learn data analytics"
"A1979","Data Analytics Course",129.0,4856.0,230.13,23.0,7.0,0.054,1720,"2024-11-25","Hyderabad","tablet","learn data analytics"
"A1980","Data Analytics Course",93.0,4054.0,244.73,11.0,8.0,0.086,1066,"2024-11-24","Hyderabad","desktop","online data analytics"
"A1981","Data Analytics Course",96.0,4074.0,219.66,16.0,8.0,0.083,0,"2024-11-07","Hyderabad","tablet","data analytics online"
"A1982","Data Analytics Course",135.0,4430.0,196.18,12.0,9.0,0.067,1374,"2024-11-08","Hyderabad","mobile","analytics for data"
"A1983","Data Analytics Course",138.0,5356.0,204.86,15.0,9.0,0.065,1268,"2024-11-22","Hyderabad","mobile","online data analytics"
"A1985","Data Analytics Course",151.0,5301.0,232.06,13.0,9.0,0.06,1893,"2024-11-05","Hyderabad","mobile","data analytics online"
"A1986","Data Analytics Course",189.0,3031.0,209.84,25.0,6.0,0.032,1936,"2024-11-26","Hyderabad","tablet","online data analytics"
"A1988","Data Analytics Course",178.0,4745.0,200.61,12.0,9.0,0.051,1574,"2024-11-18","Hyderabad","desktop","learn data analytics"
"A1989","Data Analytics Course",164.0,3024.0,192.34,12.0,8.0,0.049,1997,"2024-11-07","Hyderabad","desktop","data analytics course"
"A1990","Data Analytics Course",94.0,5435.0,231.42,21.0,5.0,0.056,1114,"2024-11-03","Hyderabad","desktop","data analytics online"
"A1991","Data Analytics Course",176.0,3021.0,204.53,29.0,7.0,0.03,1620,"2024-11-13","Hyderabad","tablet","online data analytics"
"A1992","Data Analytics Course",165.0,5335.0,192.53,23.0,5.0,0.03,1402,"2024-11-12","Hyderabad","mobile","data analytics training"
"A1993","Data Analytics Course",188.0,4081.0,237.05,18.0,8.0,0.05,1846,"2024-11-06","Hyderabad","tablet","data analytics course"
"A1994","Data Analytics Course",87.0,4840.0,205.72,16.0,6.0,0.0,1040,"2024-11-09","Hyderabad","desktop","online data analytics"
"A1995","Data Analytics Course",106.0,4738.0,196.7,17.0,4.0,0.038,1515,"2024-11-29","Hyderabad","tablet","data analytics training"
"A1996","Data Analytics Course",198.0,4181.0,218.4,10.0,8.0,0.04,1298,"2024-11-17","Hyderabad","mobile","data analytics training"
"A1997","Data Analytics Course",121.0,5813.0,202.92,25.0,6.0,0.05,1226,"2024-11-14","Hyderabad","tablet","data analytics online"
"A1998","Data Analytics Course",120.0,4303.0,202.8,21.0,4.0,0.033,1033,"2024-11-26","Hyderabad","tablet","online data analytics"
"A1999","Data Analytics Course",189.0,5201.0,210.87,21.0,10.0,0.053,1560,"2024-11-11","Hyderabad","mobile","data analytics course"
"A2001","Data Analytics Course",99.0,4051.0,207.42,10.0,9.0,0.091,1797,"2024-11-14","Hyderabad","mobile","analytics for data"
"A2002","Data Analytics Course",199.0,4080.0,243.8,23.0,7.0,0.05,1507,"2024-11-15","Hyderabad","desktop","data analytics training"
"A2003","Data Analytics Course",180.0,4140.0,240.76,21.0,8.0,0.044,1248,"2024-11-11","Hyderabad","desktop","online data analytics"
"A2004","Data Analytics Course",88.0,3333.0,193.25,29.0,3.0,0.034,1398,"2024-11-14","Hyderabad","tablet","data analytics online"
"A2005","Data Analytics Course",140.0,3689.0,249.33,20.0,9.0,0.064,1329,"2024-11-22","Hyderabad","mobile","learn data analytics"
"A2006","Data Analytics Course",166.0,4665.0,223.95,23.0,9.0,0.054,1404,"2024-11-07","Hyderabad","tablet","data analytics online"
"A2007","Data Analytics Course",185.0,3670.0,198.66,30.0,4.0,0.057,1440,"2024-11-13","Hyderabad","desktop","data analytics training"
"A2008","Data Analytics Course",139.0,4036.0,242.12,25.0,5.0,0.036,1329,"2024-11-26","Hyderabad","tablet","learn data analytics"
"A2009","Data Analytics Course",142.0,4497.0,198.98,27.0,3.0,0.0,1582,"2024-11-30","Hyderabad","tablet","analytics for data"
"A2010","Data Analytics Course",173.0,3705.0,197.01,20.0,10.0,0.058,1010,"2024-11-26","Hyderabad","desktop","data analytics training"
"A2012","Data Analytics Course",153.0,5283.0,205.72,24.0,3.0,0.02,1591,"2024-11-10","Hyderabad","desktop","learn data analytics"
"A2013","Data Analytics Course",104.0,5203.0,241.15,17.0,6.0,0.048,1164,"2024-11-28","Hyderabad","mobile","data analytics online"
"A2014","Data Analytics Course",120.0,4243.0,198.49,15.0,10.0,0.083,1891,"2024-11-27","Hyderabad","desktop","data analytics training"
"A2015","Data Analytics Course",100.0,3716.0,247.95,23.0,8.0,0.0,1924,"2024-11-14","Hyderabad","mobile","learn data analytics"
"A2016","Data Analytics Course",106.0,3646.0,237.89,28.0,7.0,0.046,1564,"2024-11-02","Hyderabad","mobile","analytics for data"
"A2017","Data Analytics Course",136.0,4101.0,227.43,28.0,9.0,0.057,1284,"2024-11-19","Hyderabad","tablet","learn data analytics"
"A2019","Data Analytics Course",153.0,3381.0,231.35,29.0,5.0,0.033,1769,"2024-11-28","Hyderabad","tablet","data analytics course"
